Manual,Gender,Speaker,Citation,Text,Partial 
GD_DC_2003_T.xml,men,Boyd K. Packer,"Ensign, May 1977, 56","""[The Atonement of Jesus Christ] is the very root of Christian doctrine. You may know much about the gospel as it branches out from there, but if you only know the branches and those branches do not touch that root, if they have been cut free from that truth, there will be no life nor substance nor redemption in them""",False
GD_DC_2003_T.xml,men,Boyd K. Packer,"Ensign, Nov. 1991, 23","""No one of us can survive in the world of today, much less in what it soon will become, without personal inspiration""",False
GD_DC_2003_T.xml,men,Boyd K. Packer,"Ensign, Nov. 1991, 21","""No message appears in scripture more times, in more ways than «Ask, and ye shall receive»""",False
GD_DC_2003_T.xml,men,Boyd K. Packer,"Ensign, Nov. 1991, 21–22","""Inspiration comes more easily in peaceful settings. Such words as quiet, still, peaceable, Comforter abound in the scriptures. . . . ¶ The world grows increasingly noisy. Clothing and grooming and conduct are looser and sloppier and more disheveled. Raucous music, with obscene lyrics blasted through amplifiers while lights flash psychedelic colors, characterizes the drug culture. Variations of these things are gaining wide acceptance and influence over our youth. . . . ¶ This trend to more noise, more excitement, more contention, less restraint, less dignity, less formality is not coincidental nor innocent nor harmless. ¶ The first order issued by a commander mounting a military invasion is the jamming of the channels of communication of those he intends to conquer. ¶ Irreverence suits the purposes of the adversary by obstructing the delicate channels of revelation in both mind and spirit""",False
GD_DC_2003_T.xml,men,Boyd K. Packer,"That All May Be Edified [1982], 335","""These delicate, refined spiritual communications are not seen with our eyes nor heard with our ears. And even though it is described as a voice, it is a voice that one feels more than one hears""",False
GD_DC_2003_T.xml,men,Boyd K. Packer,"Ensign, Nov. 1994, 60","""This burning in the bosom is not purely a physical sensation. It is more like a warm light shining within your being""",False
GD_DC_2003_T.xml,men,Boyd K. Packer,"Ensign, Nov. 1979, 21","""Sometimes you may struggle with a problem and not get an answer. What could be wrong? It may be that you are not doing anything wrong. It may be that you have not done the right things long enough. Remember, you cannot force spiritual things. Sometimes we are confused simply because we won't take no for an answer. . . . ¶ Put difficult questions in the back of your minds and go about your lives. Ponder and pray quietly and persistently about them. ¶ The answer may not come as a lightning bolt. It may come as a little inspiration here and a little there, «line upon line, precept upon precept» [D&C 98:12]. ¶ Some answers will come from reading the scriptures, some from hearing speakers. And, occasionally, when it is important, some will come by very direct and powerful inspiration. The promptings will be clear and unmistakable""",False
GD_DC_2003_T.xml,men,Boyd K. Packer,"Ensign, May 1995, 8–9","""[The] shield of faith is not produced in a factory but at home in a cottage industry. ¶ The ultimate purpose of all we teach is to unite parents and children in faith in the Lord Jesus Christ, that they are happy at home, sealed in an eternal marriage, linked to their generations, and assured of exaltation in the presence of our Heavenly Father. . . . ¶ . . . Therefore our leaders press members to understand that what is most worth doing must be done at home. Some still do not see that too many out-of-home activities, however well intended, leave too little time to make and fit on the shield of faith at home""",False
GD_DC_2003_T.xml,men,Boyd K. Packer,"Ensign, Nov. 1992, 71","""in effect, announced that the pioneering phase of gathering was now over. The gathering is now to be out of the world into the Church in every nation""",False
GD_DC_2003_T.xml,men,Boyd K. Packer,"The Play and the Plan [satellite broadcast, 7 May 1995], 1–2","""Remember this! The line «And they all lived happily ever after» is never written into the second act [of a play]. That line belongs in the third act, when the mysteries are solved and everything is put right. . . . ¶ Until you have a broad perspective of the eternal nature of [the plan], you won't make much sense out of the inequities in life. Some are born with so little and others with so much. Some are born in poverty, with handicaps, with pain, with suffering. Some experience premature death, even innocent children. There are the brutal, unforgiving forces of nature and the brutality of man to man. We have seen a lot of that recently. ¶ Do not suppose that God willfully causes that which, for His own purposes, he permits. When you know the plan and the purpose of it all, even these things will manifest a loving Father in Heaven""",False
GD_DC_2003_T.xml,men,Boyd K. Packer,"Ensign, May 1989, 59","""Teenagers also sometimes think, «What's the use? The world will soon be blown all apart and come to an end.» That feeling comes from fear, not from faith. No one knows the hour or the day (see D&C 49:7), but the end cannot come until all of the purposes of the Lord are fulfilled. Everything that I have learned from the revelations and from life convinces me that there is time and to spare for you to carefully prepare for a long life. ¶ One day you will cope with teenage children of your own. That will serve you right. Later, you will spoil your grandchildren, and they in turn spoil theirs. If an earlier end should happen to come to one, that is more reason to do things right""",False
GD_DC_2003_T.xml,men,Boyd K. Packer,"Ensign, Nov. 1979, 20","""I have come to know . . . that a fundamental purpose of the Word of Wisdom has to do with revelation. . . . If someone «under the influence» [of harmful substances] can hardly listen to plain talk, how can they respond to spiritual promptings that touch their most delicate feelings? As valuable as the Word of Wisdom is as a law of health, it may be much more valuable to you spiritually than it is physically""",False
GD_DC_2003_T.xml,men,Boyd K. Packer,"The Holy Temple [pamphlet, 1982], 6–8","""The temple is a great school. It is a house of learning. In the temples the atmosphere is maintained so that it is ideal for instruction in matters that are deeply spiritual. . . . ¶ The temple ceremony will not be fully understood at first experience. It will only be partly understood. Return again and again and again. Return to learn. Things that have troubled you or things that have been puzzling or things that have been mysterious will become known to you. Many of them will be the quiet, personal things that you really cannot explain to anyone else. But to you they are things known. . . . ¶ So look toward the temple. Point your children toward the temple. From the days of their infancy, direct their attention to it, and begin their preparation for the day when they may enter the holy temple. ¶ In the meantime, be teachable yourself, be reverent. Drink deeply from the teachings — the symbolic, deeply spiritual teachings — available only in the temple""",False
